,productid,imageid,has_description
34209,3198807457,1196808570,1
34210,3854282424,1252960088,1
34211,3894911161,1260218302,1
34212,4231805268,1323054210,1
34213,3808487044,1136543061,1
34214,4037096715,1279158536,1
34215,88311958,855444295,0
34216,4076849324,1287507406,1
34217,4036971458,1278705706,1
34218,4231773500,1322830007,1
34219,4063762114,1285105101,1
34220,4037578008,1279084552,1
34221,3910514807,1262877975,1
34222,4004200911,1275418032,1
34223,4037877232,1279037468,1
34224,4004172128,1275404638,1
34225,4037081305,1278776334,1
34226,4004200730,1275417904,1
34227,2037676577,1121534211,1
34228,3992547245,1273262386,1
34229,4003972913,1275403437,1
34230,4231831624,1323381752,1
34231,4127719444,1295910997,1
34232,3701239900,1235873874,1
34233,4037937490,1279497293,1
34234,4037081044,1278775141,1
34235,3992592331,1273237268,1
34236,3894591189,1260616784,1
34237,192920177,934526439,0
34238,4037100044,1279185960,1
34239,3992550585,1273272830,1
34240,3820060892,1249546393,0
34241,4037575988,1279045623,1
34242,4231808714,1323323026,1
34243,3869237513,1255285229,0
34244,4231806202,1323313715,1
34245,3992539767,1273036992,1
34246,4224457501,1320426545,1
34247,4037568462,1278934928,1
34248,4027332950,1277905774,1
34249,4182064249,1309814220,0
34250,4003849203,1275129134,1
34251,3992531739,1273199847,1
34252,3921315390,1263864912,1
34253,3638961047,1230499728,1
34254,2293051577,1134824590,1
34255,4224251282,1320383993,1
34256,3992522473,1273154306,1
34257,3887558881,1258839034,1
34258,4003931805,1275183326,1
34259,3871089654,1255738447,1
34260,3921318480,1263893158,1
34261,4063778932,1285135739,1
34262,3887636748,1259385905,1
34263,4229650410,1322083091,1
34264,4231856056,1323511206,1
34265,3894930868,1260292841,1
34266,3885545754,1258673868,1
34267,4213601804,1318898769,1
34268,3992093601,1272948742,1
34269,3885538791,1258669231,1
34270,4037093561,1279114894,1
34271,3992788921,1273755728,1
34272,4076848871,1287440206,1
34273,4127729169,1295986756,1
34274,3870819512,1255676037,1
34275,4037091859,1279088096,1
34276,3992748825,1273539122,1
34277,4063414625,1284125076,1
34278,4127722893,1295936872,1
34279,3992504823,1273066541,1
34280,3992765739,1273582399,1
34281,4037129976,1279421390,1
34282,3894911681,1260221180,1
34283,4037094559,1279130875,1
34284,4231786564,1323244738,1
34285,3881990314,1257641830,1
34286,3887597811,1258995857,1
34287,4063331838,1283918204,1
34288,1974895111,1117511198,1
34289,4004118001,1275249076,1
34290,3910486763,1262833272,1
34291,4231839364,1323189517,1
34292,3992766317,1273590752,1
34293,4004147661,1275343839,1
34294,3992403313,1273122559,1
34295,3477260091,1216072587,1
34296,4003959933,1275322456,1
34297,3992382537,1273015500,1
34298,4003925986,1275150455,1
34299,3657919428,1232188720,0
34300,2208215488,1131589269,1
34301,3871041437,1255753657,1
34302,3992409289,1273188551,1
34303,3894926943,1260250216,1
34304,1923134903,1093798628,1
34305,3992382961,1273016485,1
34306,4003837230,1275051572,1
34307,4037095129,1279138697,1
34308,1021864955,1053077384,0
34309,4096722896,1290801143,1
34310,3885538990,1258669310,1
34311,4150964051,1301193868,1
34312,1923134851,1099081339,1
34313,4231853000,1323466757,1
34314,4050851094,1281303530,1
34315,3887634076,1259375373,1
34316,4003837558,1275053882,1
34317,3219947611,1198707214,0
34318,4182065013,1309815597,0
34319,3992546050,1273049701,1
34320,4037102029,1279228846,1
34321,4184405590,1311047486,1
34322,3894930077,1260282137,1
34323,4231805634,1323311694,1
34324,4003835779,1275038186,1
34325,2336115080,1136994242,1
34326,4004190885,1275411801,1
34327,3866826310,1254933790,1
34328,4150978907,1301340219,1
34329,4231782121,1322880849,1
34330,3887597147,1258989452,1
34331,3870847416,1255670168,1
34332,3992382361,1273014906,1
34333,4004110619,1275224196,1
34334,3992626438,1273371889,1
34335,4037445884,1279357528,1
34336,4036971718,1278708346,1
34337,4037091180,1279078711,1
34338,3716209823,1262349085,1
34339,4003846813,1275105825,1
34340,4004066770,1275045193,1
34341,3887625237,1259297864,1
34342,3992780071,1273735433,1
34343,4150971671,1301271738,1
34344,3871117241,1255785265,1
34345,4003960572,1275326040,1
34346,3854282649,1252961463,1
34347,3992573996,1273162491,1
34348,3881982827,1257582189,1
34349,4076593298,1287492700,1
34350,3992518099,1273125604,1
34351,4127728097,1295979176,1
34352,3701260702,1235878207,1
34353,2336128854,1137018667,1
34354,1141247521,1064733255,0
34355,3992407640,1273173131,1
34356,4231777703,1322863257,1
34357,3931891375,1265607541,1
34358,2336068693,1136949116,1
34359,2686114731,1157442484,1
34360,4037110193,1279257605,1
34361,3195342642,1196636144,1
34362,4231796604,1323277947,1
34363,3887604841,1259101186,1
34364,3885529324,1258619123,1
34365,3887560723,1258847150,1
34366,3992403583,1273124771,1
34367,3784884454,1244495444,1
34368,2336131057,1137021760,1
34369,4004145763,1275336103,1
34370,3992770911,1273638789,1
34371,4003842737,1275077521,1
34372,3887593347,1258966671,1
34373,4145195997,1300202280,1
34374,3931891713,1265606926,1
34375,4037571600,1278978339,1
34376,2688137570,1157667470,1
34377,4231864929,1323629684,1
34378,3850005904,1252617890,1
34379,4037125557,1279331581,1
34380,4037924793,1279397955,1
34381,3992581688,1273188718,1
34382,4231807268,1323316418,1
34383,4003958413,1275307609,1
34384,3885557284,1258641997,1
34385,3701258955,1235877604,1
34386,3887579867,1258923622,1
34387,3871034583,1255725685,1
34388,4063754909,1285072294,1
34389,4003964040,1275364861,1
34390,4004089288,1275154254,1
34391,3887598888,1259018582,1
34392,4003959801,1275321748,1
34393,2976915233,1177594711,1
34394,4183030882,1310127074,1
34395,3992749341,1273542093,1
34396,3992793409,1273759541,1
34397,3681690604,1233610746,1
34398,4231860155,1323558309,1
34399,4182442051,1310503828,1
34400,4050851696,1281308247,1
34401,4141561959,1299178456,1
34402,4004133114,1275289236,1
34403,3694363657,1235497378,1
34404,4037094361,1279126944,1
34405,3894911265,1260218498,1
34406,4037086215,1278807884,1
34407,3687455059,1280794005,1
34408,4004082180,1275106256,1
34409,4182304863,1310451920,1
34410,3992784075,1273745456,1
34411,4224507259,1320406153,1
34412,4150979627,1301346835,1
34413,3992408288,1273180033,1
34414,4063337187,1283952786,1
34415,3931889765,1265600617,1
34416,3885528912,1258617921,1
34417,4044821887,1280446874,1
34418,3921315518,1263870412,1
34419,4003848071,1275118342,1
34420,3870814208,1255657616,1
34421,2078552943,1124520963,1
34422,4037124396,1279316430,1
34423,4209029936,1316313043,1
34424,3870822941,1255705832,1
34425,2806840567,1165756458,1
34426,4063437566,1284187168,1
34427,4037801693,1279021993,1
34428,4231853418,1323471158,1
34429,3992504839,1273066628,1
34430,4063773784,1285122987,1
34431,3992605745,1273287796,1
34432,4231809217,1323068427,1
34433,3886306017,1258685962,1
34434,3887628491,1259325926,1
34435,3885539514,1258669819,1
34436,4037080191,1278772661,1
34437,4004081306,1275104020,1
34438,3992504805,1273066511,1
34439,2844000875,1167693056,1
34440,275324152,976097033,0
34441,4076595298,1287498745,1
34442,4231773678,1322830381,1
34443,3887567073,1258874744,1
34444,4012755907,1276373323,1
34445,4231782783,1322915809,1
34446,3701240336,1235873983,1
34447,4037583962,1279165437,1
34448,3887612955,1259214040,1
34449,2188248086,1130789060,1
34450,2724410956,1160432629,1
34451,2336089291,1136967867,1
34452,4193922948,1312267650,1
34453,4141564569,1299202415,1
34454,4232953693,1323151262,0
34455,4037092184,1279096262,1
34456,3992557395,1273304305,1
34457,4231796440,1323277377,1
34458,4076593631,1287367677,1
34459,4003965103,1275373176,1
34460,1923129475,1099074540,1
34461,4003969965,1275397013,1
34462,4037092126,1279094393,1
34463,4063352999,1284048914,1
34464,4231864961,1323629988,1
34465,4003946336,1275241665,1
34466,4012756726,1276384880,1
34467,1280575726,1070873328,0
34468,3992538442,1273228732,1
34469,2508173477,1145918048,1
34470,4231808274,1323065024,1
34471,4003832961,1275022724,1
34472,3976409347,1271248996,1
34473,1923135072,1099078527,1
34474,3992565742,1273349977,1
34475,4012749668,1276353335,1
34476,4012747965,1276343289,1
34477,3992396614,1273073224,1
34478,3952101122,1160849884,1
34479,4231775362,1322838954,1
34480,3870847546,1255671342,1
34481,3885529274,1258618666,1
34482,3992640656,1273426248,1
34483,3992566884,1273351590,1
34484,3992786085,1273752690,1
34485,3992539566,1273036791,1
34486,3362217659,1208719317,1
34487,4127730116,1295991185,1
34488,3694329803,1235492640,1
34489,3992399933,1273101784,1
34490,4037443173,1279342307,1
34491,4217909974,1318268291,1
34492,4063401863,1284070183,1
34493,4150972610,1301286151,1
34494,3108231334,1191464868,1
34495,4160319870,1313192188,1
34496,4004128226,1275274684,1
34497,4004326771,1275060999,1
34498,4063326417,1283902354,1
34499,4137581615,1297893496,1
34500,3992790363,1273757205,1
34501,4040568179,1280133907,1
34502,4037094244,1279125263,1
34503,4231852076,1323457601,1
34504,3992385640,1273024080,1
34505,3992540475,1273238367,1
34506,4150967119,1301219444,1
34507,4058378057,1283062875,1
34508,4158393812,1313195483,1
34509,2659759883,1155883078,1
34510,4231800802,1323013696,1
34511,4037577778,1279079302,1
34512,3894928269,1260252678,1
34513,4063750647,1285063429,1
34514,4231863875,1323618046,1
34515,3185626999,1196330300,0
34516,3992577349,1273177831,1
34517,4090631959,1290010037,1
34518,3992100184,1272963404,1
34519,1933145171,1114389267,1
34520,4017210196,1276819076,1
34521,4003948757,1275250070,1
34522,4004077811,1275096659,1
34523,1875551878,1108351967,1
34524,4063403849,1284074712,1
34525,4037079074,1278766414,1
34526,4224253307,1320394268,1
34527,3707218184,1236322511,1
34528,4037106660,1279246556,1
34529,4003958443,1275307922,1
34530,1948803039,1115641994,1
34531,3887607403,1259140206,1
34532,3962427341,1269749299,1
34533,3992568979,1273355606,1
34534,3894922838,1260242606,1
34535,4003848031,1275117939,1
34536,302719796,994900658,1
34537,3737242036,1239355513,1
34538,3910522612,1262888440,1
34539,2270343907,1133965918,0
34540,4004091201,1275165298,1
34541,4037091793,1279086215,1
34542,4063340827,1283983426,1
34543,4003958033,1275303302,1
34544,4063763043,1285106734,1
34545,3776171623,1225648227,1
34546,3128714249,1192487600,1
34547,3962430654,1269761019,1
34548,3433571395,1212768590,1
34549,3992552277,1273280180,1
34550,4195080854,1312465621,1
34551,1367915857,1076705975,1
34552,4076978251,1286990489,1
34553,3082204177,1189467204,1
34554,4090633635,1290028166,1
34555,3887559591,1258841220,1
34556,3869223185,1255249473,0
34557,3992557027,1273300215,1
34558,3186473912,1196369471,1
34559,4231848840,1323218881,1
34560,3992563424,1273113877,1
34561,4037580596,1279136340,1
34562,4145197127,1300217462,1
34563,4231858009,1323518498,1
34564,4063361013,1284092241,1
34565,3910533978,1262899152,1
34566,4004113781,1275236189,1
34567,4012704055,1276326238,1
34568,4003975195,1275405644,1
34569,3992624672,1273366848,1
34570,4003837426,1275053021,1
34571,3887608097,1259146461,1
34572,3866823940,1254923435,1
34573,3894918329,1260237786,1
34574,3498179263,1217848265,0
34575,3992752871,1273545950,1
34576,4231841374,1323422374,1
34577,4003939381,1275226667,1
34578,554607118,1025732064,1
34579,3871043117,1255761203,1
34580,4037092353,1279101408,1
34581,4208962488,1316224332,1
34582,4037083982,1278797961,1
34583,3992732257,1273457450,1
34584,4037926477,1279422089,1
34585,1857990852,1105890941,1
34586,3952101074,1098403356,1
34587,4158387995,1303398112,1
34588,4037107080,1279247992,1
34589,4090632164,1290015287,1
34590,3992775937,1273697281,1
34591,3992399900,1273101430,1
34592,3992552295,1273064181,1
34593,3612221783,1227566947,1
34594,3692449678,1235182924,1
34595,3992742567,1273510145,1
34596,3992410697,1273200204,1
34597,3992622084,1273358949,1
34598,3198836978,1196812191,1
34599,3894608033,1260623399,1
34600,3992600598,1273269696,1
34601,3813649485,1247877908,1
34602,4004067981,1275050731,1
34603,3887605105,1259106639,1
34604,4231778033,1322866125,1
34605,3928358878,1218648682,1
34606,4037930764,1279438181,1
34607,3887637795,1259390915,1
34608,3992766523,1273594585,1
34609,4141568519,1299242938,1
34610,3910537279,1262930329,1
34611,1974897444,1117512501,1
34612,1892729277,1109663117,1
34613,3701260944,1235878267,1
34614,3992521243,1273140892,1
34615,3362399183,1208739605,1
34616,3887570847,1258889158,1
34617,4229449268,1321826781,1
34618,4229645231,1322050104,1
34619,3871116373,1255781396,1
34620,4004200979,1275418071,1
34621,4058378099,1283063664,1
34622,3866824676,1254928371,1
34623,4003958467,1275308093,1
34624,3939114575,1266617725,1
34625,3992572728,1273378367,1
34626,3992640544,1273426177,1
34627,3992496196,1273045281,1
34628,3881988403,1257625349,1
34629,4146736253,1300468647,1
34630,4231850989,1323225791,1
34631,3126950067,1192361505,1
34632,4063359993,1284087055,1
34633,4076850400,1287510491,1
34634,3759701225,1241715764,1
34635,3578193104,1223038289,0
34636,3185523959,1196326196,0
34637,4003838599,1275064737,1
34638,2952191303,1175961301,1
34639,738090900,1037719996,0
34640,3731231162,1238981330,1
34641,3931852759,1265570242,1
34642,3992540518,1273238576,1
34643,3992490997,1273037240,1
34644,3887578382,1258920882,1
34645,4076594031,1287373090,1
34646,4150977109,1301326513,1
34647,3894917684,1260235549,1
34648,3992566092,1273124501,1
34649,4037121901,1279287283,1
34650,4037936752,1279491626,1
34651,4037105863,1279220312,1
34652,4004193834,1275412587,1
34653,3992788983,1273755827,1
34654,3992626875,1273373026,1
34655,4012702606,1276313041,1
34656,3962431711,1269764109,1
34657,4004082438,1275107044,1
34658,4012750057,1276354973,1
34659,4141843550,1299147956,1
34660,4231822084,1323348291,1
34661,4231806528,1323314392,1
34662,3871042157,1255757119,1
34663,4058286276,1282834189,1
34664,3931888590,1265596663,1
34665,3928359451,1132871045,1
34666,4146735009,1300458886,1
34667,3222461337,1198963593,1
34668,3992544484,1273249183,1
34669,2114546045,1127011812,1
34670,4063336687,1283942267,1
34671,3894911245,1260218433,1
34672,4231810115,1323074282,1
34673,3894912637,1260223437,1
34674,4003948062,1275245626,1
34675,1567236958,1091125126,0
34676,3887609235,1259164474,1
34677,3992612666,1273316889,1
34678,3910479632,1262740788,1
34679,3952122099,1237505826,1
34680,4003970447,1275398175,1
34681,4004069497,1275054081,1
34682,4231826916,1323372216,1
34683,3195328100,1196632068,1
34684,3992618701,1273342997,1
34685,4231791026,1322941948,1
34686,3992630260,1273389474,1
34687,3195339858,1196634887,1
34688,4004106131,1275215584,1
34689,3776165741,1225646033,1
34690,2724410954,1160432618,1
34691,3887567645,1258878063,1
34692,3694335153,1235494017,1
34693,4157738458,1301152851,1
34694,3817302376,1248680126,1
34695,4037444836,1279347926,1
34696,4231804523,1323051316,1
34697,4231841696,1323197456,1
34698,4184403615,1311019486,1
34699,3992788283,1273755168,1
34700,2667722605,1156267015,1
34701,3887566897,1258873782,1
34702,3992407800,1273175490,1
34703,4193923268,1312269770,1
34704,4003845682,1275096157,1
34705,2336080254,1136960735,1
34706,4037124638,1279319280,1
34707,3992590635,1273223844,1
34708,3887584969,1258936823,1
34709,4037092131,1279094602,1
34710,4003848337,1275120789,1
34711,4182503426,1310529714,1
34712,3871040199,1255749078,1
34713,4224453183,1320399390,1
34714,4090172045,1289850639,1
34715,2659766203,1155890582,1
34716,3971264397,1272330986,1
34717,3992534623,1273209714,1
34718,4037086728,1278818563,1
34719,3992810673,1273782283,1
34720,3992134733,1272955721,1
34721,4012725483,1276328605,1
34722,4224248402,1320369785,1
34723,3995297910,1273883195,1
34724,2776866289,1163936697,1
34725,3915184597,1263198344,1
34726,3992610029,1273303768,1
34727,3002990615,1181452778,1
34728,4231809446,1323069475,1
34729,3992736453,1273476307,1
34730,507746791,1017776311,0
34731,3885542033,1258629608,1
34732,4063330837,1283913928,1
34733,4063340732,1283975692,1
34734,3887604667,1259097695,1
34735,4063347444,1284021939,1
34736,3883189012,1257833714,1
34737,2271129976,1133983749,1
34738,4231825114,1323363854,1
34739,4037447643,1278852587,1
34740,2607273640,1152495446,1
34741,4055998812,1282287854,1
34742,4178965852,1309012083,1
34743,3861660907,1254374943,1
34744,3098339331,1190862752,1
34745,4152256986,1301483658,0
34746,4212610948,1317279654,1
34747,2982531053,1217946530,1
34748,1705868536,1099670405,1
34749,4151269724,1301255126,1
34750,4056000901,1282290868,1
34751,4014004301,1276524214,1
34752,436164640,1008228720,1
34753,4055997671,1282285967,1
34754,847659051,1043126129,1
34755,3928112281,1265194386,1
34756,3317734689,1206034480,1
34757,2825790252,1167051409,0
34758,3853518935,1252915820,1
34759,1585748585,1092726878,1
34760,3415934205,1212046596,1
34761,979217028,1052071193,0
34762,3286509703,1204177230,1
34763,3865327429,1254764997,1
34764,2659812209,1155772222,1
34765,3847851214,1252575304,1
34766,3926216691,1264835621,1
34767,3125307702,1192264262,1
34768,1125038292,1063326436,1
34769,3851807908,1252799494,1
34770,4056001635,1282283806,1
34771,3894579173,1260613948,1
34772,3866906023,1255299282,1
34773,3140729508,1193278213,1
34774,2843164877,1167669221,1
34775,3868751688,1255143945,1
34776,3162702619,1197454750,1
34777,3104300623,1191223023,1
34778,4055998101,1282286820,1
34779,3140780337,1193286557,1
34780,3203906763,1199370363,1
34781,3861448451,1254366958,1
34782,2565819961,1149850988,1
34783,2823072932,1166632033,1
34784,185254098,938718069,1
34785,4055997737,1282286074,1
34786,978486173,1052060028,0
34787,979217004,1052071190,0
34788,3921127339,1264349592,1
34789,3868751694,1255143959,1
34790,1179980401,1067296198,1
34791,2210607625,1153038274,1
34792,2034793678,1121349411,1
34793,183256636,938716411,1
34794,4056001139,1282291439,1
34795,3988483879,1272248581,1
34796,4056002593,1282295504,1
34797,3981166298,1271791047,1
34798,591161661,1029356377,1
34799,3638923871,1235597957,1
34800,4055998395,1282287218,1
34801,2407244017,1140322583,1
34802,3923198410,1264349598,0
34803,4014009856,1276527627,1
34804,3038735806,1186806183,1
34805,4122137501,1294094013,1
34806,988349012,1053145010,0
34807,1848933701,1105412948,1
34808,4194971094,1312444167,1
34809,2222577785,1132244662,1
34810,3081166960,1190984326,1
34811,180042698,927257033,0
34812,844693471,1042766980,1
34813,436165090,1008228191,1
34814,4055996868,1282283537,1
34815,3894585002,1260615212,1
34816,4055998094,1282286758,1
34817,1390140599,1078029563,1
34818,3593774906,1225888084,1
34819,4181402433,1309621539,1
34820,671597936,1034161512,1
34821,1608943339,1093610106,1
34822,2567140701,1149925904,1
34823,3866906027,1255299283,1
34824,3732354948,1239047541,1
34825,2335319744,1136835035,1
34826,2350070329,1137661681,1
34827,3851702024,1252790331,0
34828,3861448835,1254367013,1
34829,4055998758,1282287764,1
34830,2041748712,1121808746,0
34831,3593774975,1225888204,1
34832,870053886,1045609105,1
34833,4056000750,1282289956,1
34834,4153551966,1301826362,1
34835,4186854522,1311277725,0
34836,3140529561,1193271731,0
34837,2607273635,1152495328,1
34838,588489125,1028823379,1
34839,3638923897,1230498818,1
34840,1511216238,1086341822,1
34841,863366483,1044825022,1
34842,3585682901,1224193148,1
34843,3743182091,1240006177,1
34844,4055998091,1282286629,1
34845,416699172,1005712361,1
34846,3851807904,1252799473,1
34847,3853518925,1252915794,1
34848,3848456466,1252575325,1
34849,3638923832,1230498706,1
34850,1819318114,1103783887,1
34851,2000687771,1119561490,1
34852,3441324039,1213111343,1
34853,3856999365,1253495994,1
34854,867222368,1045098828,1
34855,2376339676,1138822861,1
34856,3593774982,1225888213,1
34857,1624733628,1094609053,1
34858,3894585007,1260615225,1
34859,4055998997,1282288200,1
34860,2567140669,1149925718,1
34861,4089650014,1289720226,1
34862,3593774957,1225888175,1
34863,3392718344,1211144822,1
34864,1585748574,1092727099,1
34865,2362542564,1138259364,1
34866,3081166995,1214256485,1
34867,2359712866,1138087883,1
34868,4151305506,1301269537,1
34869,1095513109,1060088691,1
34870,3859749158,1253995992,1
34871,1987656429,1118658611,1
34872,4056020015,1282297409,1
34873,1781879010,1101829045,0
34874,3991277189,1272873171,1
34875,3317734690,1206034482,1
34876,4056002604,1282295591,1
34877,3461631851,1214456784,1
34878,459874094,1012321551,1
34879,2061884462,1123752483,1
34880,2572664394,1150288909,1
34881,4055995864,1282283272,1
34882,4029019302,1278009836,1
34883,4055995853,1282283180,1
34884,3894589429,1260616363,1
34885,1686023789,1098421216,1
34886,4055998120,1282286948,1
34887,4175948873,1308356992,1
34888,3098277891,1190858886,1
34889,176241221,924875221,0
34890,2034793659,1121349362,1
34891,119903333,874132710,0
34892,870053092,1045609180,1
34893,4055995508,1282282701,1
34894,4213600748,1318331847,1
34895,3685220473,1234510156,1
34896,4141632257,1299069109,1
34897,3140780313,1193286401,1
34898,3585682909,1224193167,1
34899,4056000618,1282289861,1
34900,2659812208,1155772220,1
34901,4056268435,1282332580,1
34902,1603746566,1093459631,1
34903,1592117928,1092891735,1
34904,4056001667,1282292691,1
34905,2565819932,1149850954,1
34906,2532147298,1147450264,1
34907,3868751698,1255143970,1
34908,3865658302,1254778068,1
34909,2843131477,1167669183,1
34910,3848319224,1252575318,1
34911,436164888,1008229036,1
34912,4107680153,1292173773,1
34913,3861660922,1254374975,1
34914,953422036,1049616859,1
34915,3415934369,1212046794,1
34916,1145095531,1065013952,1
34917,2608008429,1152544277,1
34918,2221888973,1132215326,1
34919,2034793687,1121349429,1
34920,3851807895,1252799436,1
34921,2843197709,1167670722,1
34922,3081167000,1193102630,1
34923,3859749182,1253996010,1
34924,986113637,1052929882,0
34925,95811673,859861224,1
34926,2572664398,1150288918,1
34927,2034800331,1121368999,1
34928,3415934343,1212046738,1
34929,3125307703,1192264264,1
34930,4056001906,1282293953,1
34931,1848933658,1105412045,1
34932,1557725254,1090526254,1
34933,4056000817,1282290183,1
34934,200923701,938665847,0
34935,3638923922,1235597965,1
34936,2843197699,1202016429,1
34937,861957716,1044673696,1
34938,3869439756,1255326250,1
34939,3098726499,1190889256,1
34940,3852099980,1252819497,1
34941,129065569,883920825,0
34942,618426504,1032095496,1
34943,869761628,1045513576,1
34944,436164118,1008228645,1
34945,154509783,910262676,0
34946,4055998773,1282287782,1
34947,339921567,999233488,1
34948,3858328127,1253658421,1
34949,3969776893,1270346575,1
34950,844684375,1042765356,1
34951,4093381453,1290409940,1
34952,863334856,1044822377,1
34953,2843197752,1167670800,1
34954,3638923904,1230498832,1
34955,2225554733,1132408001,1
34956,4056020012,1282297389,1
34957,3593774939,1225888139,1
34958,3081167005,1193102637,1
34959,3858328162,1253658575,1
34960,2674962933,1156623805,1
34961,2843197058,1167670674,1
34962,436164845,1008229026,1
34963,2350070336,1137661693,1
34964,4022066627,1277318302,1
34965,838276845,1042186230,1
34966,154877369,910727747,0
34967,4056002102,1282294943,1
34968,2843164984,1167679391,1
34969,2659812178,1155772180,1
34970,2843197748,1167670794,1
34971,4055995514,1282282713,1
34972,4063101370,1307028657,1
34973,2635928216,1154957443,1
34974,2288639455,1134649536,1
34975,1060546561,1055456897,1
34976,4014004308,1276524232,1
34977,3894558833,1260610490,1
34978,3159640524,1199522022,1
34979,3085953072,1189952081,1
34980,3415934299,1212046679,1
34981,4055995937,1282284026,1
34982,2362542575,1138259411,1
34983,3286509349,1204177185,1
34984,453841814,1011673951,1
34985,941663592,1048545714,0
34986,861996675,1044676116,1
34987,3638923921,1230498863,1
34988,4055999240,1282288736,1
34989,1640540202,1095756086,1
34990,3638923835,1230498710,1
34991,626808060,1032827575,1
34992,4150922871,1301149782,1
34993,4056000887,1282290689,1
34994,185253308,938714366,1
34995,1335647251,1074404360,1
34996,1254542109,1069708012,1
34997,588489183,1028823280,1
34998,4056000876,1282290576,1
34999,4056001410,1282283768,1
35000,1256331135,1069797240,1
35001,3806720837,1247487763,0
35002,183250717,938714725,1
35003,1326450891,1073940510,1
35004,1352931109,1075792713,1
35005,4056001830,1282293794,1
35006,3967983066,1270346562,1
35007,2572664448,1150289024,1
35008,3638923936,1230498885,1
35009,3859749153,1253995980,1
35010,2317203960,1136005143,1
35011,3159640505,1197006693,1
35012,532662912,1024940376,1
35013,1848933676,1105412340,1
35014,1783508155,1144344982,1
35015,185253937,938716949,1
35016,514416414,1019255685,1
35017,2034800332,1121369001,1
35018,2370336719,1140946347,1
35019,4056001141,1282291447,1
35020,4055996675,1282284578,1
35021,4055998056,1282286490,1
35022,4056001806,1282293703,1
35023,221105449,956152959,1
35024,4213728363,1318331852,1
35025,4056001893,1282293913,1
35026,1254464957,1069707294,1
35027,3869439747,1255326216,1
35028,459874159,1012321549,1
35029,1028700593,1053233797,1
35030,4056000869,1282290507,1
35031,4056001988,1282294417,1
35032,4105433674,1291951476,1
35033,4055998109,1282286885,1
35034,1505369169,1085734751,1
35035,4014009742,1276527600,1
35036,3081167002,1193102632,1
35037,3862184426,1255917108,1
35038,3162702620,1194982469,1
35039,1989222289,1118910528,1
35040,3116680189,1191805001,1
35041,2883812513,1169868755,1
35042,1848933674,1105413144,1
35043,2417993358,1140695821,1
35044,3894611647,1260625508,1
35045,3358480830,1208569016,1
35046,4141586395,1299053833,1
35047,3847851249,1252575310,1
35048,3863480233,1255207939,1
35049,4056001974,1282294376,1
35050,3208428877,1197543555,1
35051,3638923861,1230498762,1
35052,4055998560,1282287380,1
35053,4055995593,1282282912,1
35054,3865327391,1254764724,1
35055,1983544297,1118344745,1
35056,4055998672,1282287639,1
35057,2843164857,1167679351,1
35058,1848933732,1105410956,1
35059,978486179,1052071133,0
35060,128341053,883394532,0
35061,3894594118,1260621388,1
35062,185253300,938716298,1
35063,2851974689,1168082659,1
35064,755989275,1038648409,1
35065,2213620600,1131879951,1
35066,3981194325,1271791425,1
35067,1892695888,1109660951,1
35068,2944932064,1174950994,1
35069,3859749191,1253996018,1
35070,1371486089,1077154949,1
35071,3851807863,1252799292,1
35072,1955366993,1116204213,1
35073,418188097,1005824543,1
35074,2635928218,1154957444,1
35075,863366207,1044826494,1
35076,2843197703,1167670710,1
35077,1095513112,1060088696,1
35078,3852099954,1252819451,1
35079,4195607679,1312720530,1
35080,3415934356,1212046765,1
35081,4141586406,1299053859,1
35082,3638923860,1230498760,1
35083,3988484030,1272248598,1
35084,1892695886,1109660820,1
35085,675878290,1034466532,1
35086,2608008472,1152544385,1
35087,1133829932,1064076246,1
35088,3184140403,1196268731,1
35089,2115143347,1127123480,1
35090,1848933693,1105411116,1
35091,3851807883,1252799363,1
35092,2888468013,1169949663,1
35093,978486164,1052060002,0
35094,2359712643,1138087831,1
35095,4141631446,1299069032,1
35096,4055998680,1282287655,1
35097,3988483849,1272248557,1
35098,269093758,973473014,1
35099,2335319746,1136835039,1
35100,4014009683,1303987240,1
35101,1365014345,1076565934,1
35102,2317203986,1136005353,1
35103,3852099950,1252819443,1
35104,3638923951,1230498917,1
35105,4213600729,1318331846,1
35106,3998677122,1274267807,1
35107,4213600680,1318331836,1
35108,2001503810,1119653184,1
35109,933796992,1051854304,1
35110,4055996672,1282284568,1
35111,2843165230,1167679241,1
35112,3969776876,1270346565,1
35113,3858328144,1253658488,1
35114,3913912449,1263086841,1
35115,1253335710,1069644940,1
35116,2939641378,1174518330,1
35117,3847851187,1252575297,1
35118,4055998417,1282287234,1
35119,2607273651,1152495479,1
35120,3908615573,1262753823,1
35121,3705001500,1236281620,1
35122,2565819983,1149851007,1
35123,3502024079,1217967051,1
35124,3868751678,1255143922,1
35125,3017012733,1184751053,1
35126,2888199870,1169941638,1
35127,3358226054,1208550439,1
35128,2385654500,1139279744,1
35129,4198225225,1313198832,1
35130,3089631136,1199206510,1
35131,4014004297,1303986334,1
35132,3869014875,1255751644,1
35133,4056000045,1282289265,1
35134,4194971110,1312444213,1
35135,3587210103,1224841829,1
35136,2572664402,1150288927,1
35137,3847851198,1252575299,1
35138,1537086719,1088319843,1
35139,3909249624,1262754363,1
35140,1214759740,1069004445,1
35141,3541391020,1220373877,0
35142,1122016782,1062989000,1
35143,3740036518,1239767664,1
35144,3869439778,1255326330,1
35145,100822362,862021468,1
35146,4141632315,1299070189,1
